Date,Province_Name,Latitude,Longitude,Temperature,Precipitation,Price
2025-11-22,Jawa Tengah,-7.3032412,110.0044145,23.04,7.86,15050.0
2025-11-23,Jawa Tengah,-7.3032412,110.0044145,23.8,15.44,15050.0
2025-11-24,Jawa Tengah,-7.3032412,110.0044145,23.17,5.62,15050.0
2025-11-25,Jawa Tengah,-7.3032412,110.0044145,23.22,1.03,15050.0
2025-11-26,Jawa Tengah,-7.3032412,110.0044145,22.93,0.84,15050.0
2025-11-27,Jawa Tengah,-7.3032412,110.0044145,23.44,4.09,15050.0
2025-11-28,Jawa Tengah,-7.3032412,110.0044145,22.82,0.41,15050.0
2025-11-29,Jawa Tengah,-7.3032412,110.0044145,22.86,0.28,15050.0
2025-11-30,Jawa Tengah,-7.3032412,110.0044145,23.16,0.44,15050.0
2025-12-01,Jawa Tengah,-7.3032412,110.0044145,23.35,0.78,15050.0
2025-12-02,Jawa Tengah,-7.3032412,110.0044145,23.67,5.19,15050.0
2025-12-03,Jawa Tengah,-7.3032412,110.0044145,23.45,13.66,15050.0
2025-12-04,Jawa Tengah,-7.3032412,110.0044145,23.36,31.57,15050.0
2025-12-05,Jawa Tengah,-7.3032412,110.0044145,23.4,17.59,15050.0
2025-12-06,Jawa Tengah,-7.3032412,110.0044145,22.98,7.39,15050.0
2025-12-07,Jawa Tengah,-7.3032412,110.0044145,23.15,1.39,15050.0
2025-12-08,Jawa Tengah,-7.3032412,110.0044145,23.12,4.38,15050.0
2025-12-09,Jawa Tengah,-7.3032412,110.0044145,23.24,3.7,15050.0
2025-12-10,Jawa Tengah,-7.3032412,110.0044145,23.86,1.68,15100.0
2025-12-11,Jawa Tengah,-7.3032412,110.0044145,23.4,2.88,15050.0
2025-12-12,Jawa Tengah,-7.3032412,110.0044145,23.29,0.99,15050.0
2025-12-13,Jawa Tengah,-7.3032412,110.0044145,23.05,5.23,15050.0
2025-12-14,Jawa Tengah,-7.3032412,110.0044145,23.08,40.53,15050.0
2025-12-15,Jawa Tengah,-7.3032412,110.0044145,22.94,6.12,15050.0
2025-12-16,Jawa Tengah,-7.3032412,110.0044145,22.43,6.9,15050.0
2025-12-17,Jawa Tengah,-7.3032412,110.0044145,22.76,5.7,15050.0
2025-12-18,Jawa Tengah,-7.3032412,110.0044145,23.13,7.89,15050.0
2025-12-19,Jawa Tengah,-7.3032412,110.0044145,22.9,1.08,15050.0
2025-12-22,Jawa Tengah,-7.3032412,110.0044145,23.86,6.13,15050.0
2025-12-23,Jawa Tengah,-7.3032412,110.0044145,24.44,3.31,15050.0
2025-12-24,Jawa Tengah,-7.3032412,110.0044145,24.15,2.11,15050.0
2025-12-25,Jawa Tengah,-7.3032412,110.0044145,23.59,50.07,14850.0
2025-12-26,Jawa Tengah,-7.3032412,110.0044145,23.77,34.19,15050.0
2025-12-27,Jawa Tengah,-7.3032412,110.0044145,23.57,4.66,15050.0
2025-12-28,Jawa Tengah,-7.3032412,110.0044145,24.01,3.48,15050.0
2025-12-29,Jawa Tengah,-7.3032412,110.0044145,23.81,1.01,15050.0
2025-12-30,Jawa Tengah,-7.3032412,110.0044145,23.91,2.78,15050.0
2025-12-31,Jawa Tengah,-7.3032412,110.0044145,22.94,29.9,15000.0
2026-01-01,Jawa Tengah,-7.3032412,110.0044145,23.05,13.58,14950.0
2026-01-02,Jawa Tengah,-7.3032412,110.0044145,23.36,6.24,15050.0
2026-01-03,Jawa Tengah,-7.3032412,110.0044145,22.75,35.02,15050.0
2026-01-04,Jawa Tengah,-7.3032412,110.0044145,22.99,16.59,15050.0
2026-01-05,Jawa Tengah,-7.3032412,110.0044145,22.73,5.59,15050.0
2026-01-06,Jawa Tengah,-7.3032412,110.0044145,23.39,0.27,15050.0
2026-01-07,Jawa Tengah,-7.3032412,110.0044145,23.23,0.45,15000.0
2026-01-08,Jawa Tengah,-7.3032412,110.0044145,23.36,20.85,15000.0
2026-01-09,Jawa Tengah,-7.3032412,110.0044145,23.31,29.32,15000.0
2026-01-10,Jawa Tengah,-7.3032412,110.0044145,23.25,21.57,15000.0
2026-01-11,Jawa Tengah,-7.3032412,110.0044145,22.82,4.48,15000.0
2026-01-12,Jawa Tengah,-7.3032412,110.0044145,22.67,61.7,15050.0
2026-01-13,Jawa Tengah,-7.3032412,110.0044145,22.0,9.3,15000.0
2026-01-14,Jawa Tengah,-7.3032412,110.0044145,22.2,21.87,15050.0
2026-01-15,Jawa Tengah,-7.3032412,110.0044145,22.1,60.03,15000.0
2026-01-16,Jawa Tengah,-7.3032412,110.0044145,23.05,12.51,14950.0
2026-01-17,Jawa Tengah,-7.3032412,110.0044145,22.84,17.04,14950.0
2026-01-19,Jawa Tengah,-7.3032412,110.0044145,23.12,3.92,15000.0
2026-01-20,Jawa Tengah,-7.3032412,110.0044145,23.65,11.57,15050.0
2026-01-21,Jawa Tengah,-7.3032412,110.0044145,21.9,5.58,15000.0
2026-01-22,Jawa Tengah,-7.3032412,110.0044145,21.94,7.32,15050.0
2026-01-23,Jawa Tengah,-7.3032412,110.0044145,22.78,31.87,15000.0
2026-01-24,Jawa Tengah,-7.3032412,110.0044145,22.67,3.35,15000.0
2026-01-26,Jawa Tengah,-7.3032412,110.0044145,23.38,10.42,15050.0
2026-01-27,Jawa Tengah,-7.3032412,110.0044145,23.28,14.38,15000.0
2026-01-28,Jawa Tengah,-7.3032412,110.0044145,23.15,8.44,15000.0
2026-01-29,Jawa Tengah,-7.3032412,110.0044145,23.3,1.21,15000.0
2026-01-30,Jawa Tengah,-7.3032412,110.0044145,22.95,11.72,15050.0
2026-01-31,Jawa Tengah,-7.3032412,110.0044145,23.21,6.18,15050.0
2026-02-01,Jawa Tengah,-7.3032412,110.0044145,22.76,9.11,15050.0
2026-02-02,Jawa Tengah,-7.3032412,110.0044145,23.32,4.46,15050.0
2026-02-03,Jawa Tengah,-7.3032412,110.0044145,22.94,17.71,15050.0
2026-02-04,Jawa Tengah,-7.3032412,110.0044145,23.23,25.41,15050.0
2026-02-05,Jawa Tengah,-7.3032412,110.0044145,23.27,6.07,15050.0
2026-02-06,Jawa Tengah,-7.3032412,110.0044145,22.96,0.99,15050.0
2026-02-07,Jawa Tengah,-7.3032412,110.0044145,23.07,1.12,15050.0
2026-02-08,Jawa Tengah,-7.3032412,110.0044145,22.96,6.5,15050.0
2026-02-09,Jawa Tengah,-7.3032412,110.0044145,23.07,8.5,15100.0
2026-02-10,Jawa Tengah,-7.3032412,110.0044145,23.33,13.25,15050.0
2026-02-11,Jawa Tengah,-7.3032412,110.0044145,23.23,12.2,15050.0
2026-02-12,Jawa Tengah,-7.3032412,110.0044145,22.86,11.48,15150.0
2022-01-01,Jawa Timur,-7.6977397,112.4914199,25.08,7.94,10500.0
2022-01-02,Jawa Timur,-7.6977397,112.4914199,25.93,21.95,10500.0
2022-01-03,Jawa Timur,-7.6977397,112.4914199,25.34,14.6,10500.0
2022-01-04,Jawa Timur,-7.6977397,112.4914199,25.63,7.64,10550.0
2022-01-05,Jawa Timur,-7.6977397,112.4914199,26.06,1.12,10500.0
2022-01-06,Jawa Timur,-7.6977397,112.4914199,26.16,9.6,10500.0
2022-01-07,Jawa Timur,-7.6977397,112.4914199,25.08,39.13,10500.0
2022-01-08,Jawa Timur,-7.6977397,112.4914199,25.93,3.96,10500.0
2022-01-09,Jawa Timur,-7.6977397,112.4914199,26.14,9.39,10500.0
2022-01-10,Jawa Timur,-7.6977397,112.4914199,25.9,4.92,10500.0
2022-01-11,Jawa Timur,-7.6977397,112.4914199,24.94,24.54,10500.0
2022-01-12,Jawa Timur,-7.6977397,112.4914199,23.9,5.7,10500.0
2022-01-13,Jawa Timur,-7.6977397,112.4914199,25.05,1.85,10500.0
2022-01-14,Jawa Timur,-7.6977397,112.4914199,24.81,0.74,10550.0
2022-01-17,Jawa Timur,-7.6977397,112.4914199,25.29,3.59,10550.0
2022-01-18,Jawa Timur,-7.6977397,112.4914199,25.12,18.2,10550.0
2022-01-19,Jawa Timur,-7.6977397,112.4914199,25.09,22.11,10550.0
2022-01-20,Jawa Timur,-7.6977397,112.4914199,24.6,28.92,10550.0
2022-01-21,Jawa Timur,-7.6977397,112.4914199,24.96,10.13,10550.0
2022-01-22,Jawa Timur,-7.6977397,112.4914199,25.69,5.31,10550.0
2022-01-24,Jawa Timur,-7.6977397,112.4914199,25.86,0.04,10550.0
2022-01-25,Jawa Timur,-7.6977397,112.4914199,25.91,1.59,10550.0
2022-01-26,Jawa Timur,-7.6977397,112.4914199,25.54,2.16,10500.0
2022-01-27,Jawa Timur,-7.6977397,112.4914199,25.16,1.76,10500.0
2022-01-28,Jawa Timur,-7.6977397,112.4914199,25.29,13.64,10500.0
2022-01-29,Jawa Timur,-7.6977397,112.4914199,25.53,27.85,10500.0
2022-01-30,Jawa Timur,-7.6977397,112.4914199,25.79,22.94,10500.0
2022-01-31,Jawa Timur,-7.6977397,112.4914199,25.8,6.07,10550.0
2022-02-01,Jawa Timur,-7.6977397,112.4914199,25.44,4.42,11000.0
2022-02-02,Jawa Timur,-7.6977397,112.4914199,25.23,3.83,10550.0
2022-02-03,Jawa Timur,-7.6977397,112.4914199,25.64,6.02,10550.0
2022-02-04,Jawa Timur,-7.6977397,112.4914199,25.72,17.96,10550.0
2022-02-05,Jawa Timur,-7.6977397,112.4914199,25.65,2.68,10550.0
2022-02-06,Jawa Timur,-7.6977397,112.4914199,24.97,13.31,10550.0
2022-02-07,Jawa Timur,-7.6977397,112.4914199,24.5,9.39,10550.0
2022-02-08,Jawa Timur,-7.6977397,112.4914199,25.25,3.5,10550.0
2022-02-09,Jawa Timur,-7.6977397,112.4914199,24.98,24.28,10550.0
2022-02-10,Jawa Timur,-7.6977397,112.4914199,24.89,8.72,10550.0
2022-02-11,Jawa Timur,-7.6977397,112.4914199,25.4,10.64,10550.0
2022-02-12,Jawa Timur,-7.6977397,112.4914199,24.87,17.43,10550.0
2022-02-13,Jawa Timur,-7.6977397,112.4914199,24.69,12.74,10550.0
2022-02-14,Jawa Timur,-7.6977397,112.4914199,25.08,4.43,10550.0
2022-02-15,Jawa Timur,-7.6977397,112.4914199,26.0,0.39,10550.0
2022-02-16,Jawa Timur,-7.6977397,112.4914199,25.89,2.2,10550.0
2022-02-17,Jawa Timur,-7.6977397,112.4914199,25.33,7.57,10550.0
2022-02-18,Jawa Timur,-7.6977397,112.4914199,24.88,14.58,10550.0
2022-02-21,Jawa Timur,-7.6977397,112.4914199,25.49,17.43,10550.0
2022-02-22,Jawa Timur,-7.6977397,112.4914199,25.45,10.72,10550.0
2022-02-23,Jawa Timur,-7.6977397,112.4914199,25.37,28.74,10550.0
2022-02-24,Jawa Timur,-7.6977397,112.4914199,25.94,20.85,10550.0
2022-02-25,Jawa Timur,-7.6977397,112.4914199,25.57,29.26,10550.0
2022-02-26,Jawa Timur,-7.6977397,112.4914199,24.9,8.52,10550.0
2022-02-27,Jawa Timur,-7.6977397,112.4914199,25.11,8.86,10550.0
2022-02-28,Jawa Timur,-7.6977397,112.4914199,25.02,16.98,10550.0
2022-03-01,Jawa Timur,-7.6977397,112.4914199,25.41,4.93,10550.0
2022-03-02,Jawa Timur,-7.6977397,112.4914199,25.03,3.27,10550.0
2022-03-04,Jawa Timur,-7.6977397,112.4914199,26.02,11.8,10550.0
2022-03-05,Jawa Timur,-7.6977397,112.4914199,25.71,22.0,10550.0
2022-03-06,Jawa Timur,-7.6977397,112.4914199,25.63,17.28,10550.0
2022-03-07,Jawa Timur,-7.6977397,112.4914199,25.65,24.98,10550.0
2022-03-08,Jawa Timur,-7.6977397,112.4914199,26.22,11.23,10550.0
2022-03-09,Jawa Timur,-7.6977397,112.4914199,26.46,9.15,10550.0
2022-03-10,Jawa Timur,-7.6977397,112.4914199,26.17,25.43,10550.0
2022-03-11,Jawa Timur,-7.6977397,112.4914199,25.6,10.75,10550.0
2022-03-12,Jawa Timur,-7.6977397,112.4914199,25.66,5.4,10550.0
2022-03-13,Jawa Timur,-7.6977397,112.4914199,26.24,28.4,10550.0
2022-03-14,Jawa Timur,-7.6977397,112.4914199,26.55,8.33,10550.0
2022-03-15,Jawa Timur,-7.6977397,112.4914199,26.51,2.32,10550.0
2022-03-16,Jawa Timur,-7.6977397,112.4914199,25.55,8.84,10550.0
2022-03-17,Jawa Timur,-7.6977397,112.4914199,26.91,0.02,10600.0
2022-03-18,Jawa Timur,-7.6977397,112.4914199,27.33,0.27,10600.0
2022-03-21,Jawa Timur,-7.6977397,112.4914199,25.45,12.97,10600.0
2022-03-22,Jawa Timur,-7.6977397,112.4914199,25.12,17.42,10600.0
2022-03-23,Jawa Timur,-7.6977397,112.4914199,25.38,3.09,10600.0
2022-03-24,Jawa Timur,-7.6977397,112.4914199,25.53,0.74,10600.0
2022-03-25,Jawa Timur,-7.6977397,112.4914199,25.73,20.73,10600.0
2022-03-26,Jawa Timur,-7.6977397,112.4914199,26.05,11.93,10600.0
2022-03-27,Jawa Timur,-7.6977397,112.4914199,25.56,19.25,10600.0
2022-03-28,Jawa Timur,-7.6977397,112.4914199,25.29,7.8,10600.0
2022-03-29,Jawa Timur,-7.6977397,112.4914199,26.21,6.45,10600.0
2022-03-30,Jawa Timur,-7.6977397,112.4914199,26.13,4.04,10600.0
2022-03-31,Jawa Timur,-7.6977397,112.4914199,26.38,1.56,10600.0
2022-04-01,Jawa Timur,-7.6977397,112.4914199,25.06,16.29,10600.0
2022-04-02,Jawa Timur,-7.6977397,112.4914199,26.35,1.61,10600.0
2022-04-03,Jawa Timur,-7.6977397,112.4914199,26.27,20.69,10600.0
2022-04-04,Jawa Timur,-7.6977397,112.4914199,26.19,21.33,10550.0
2022-04-05,Jawa Timur,-7.6977397,112.4914199,26.46,0.95,10550.0
2022-04-06,Jawa Timur,-7.6977397,112.4914199,26.74,0.43,10550.0
2022-04-07,Jawa Timur,-7.6977397,112.4914199,26.45,0.25,10550.0
2022-04-08,Jawa Timur,-7.6977397,112.4914199,26.71,0.07,10550.0
2022-04-09,Jawa Timur,-7.6977397,112.4914199,26.61,1.69,10550.0
2022-04-10,Jawa Timur,-7.6977397,112.4914199,26.75,0.7,10550.0
2022-04-11,Jawa Timur,-7.6977397,112.4914199,26.83,1.85,10550.0
2022-04-12,Jawa Timur,-7.6977397,112.4914199,26.6,0.24,10550.0
2022-04-13,Jawa Timur,-7.6977397,112.4914199,26.66,0.5,10550.0
2022-04-14,Jawa Timur,-7.6977397,112.4914199,26.59,0.11,10550.0
2022-04-18,Jawa Timur,-7.6977397,112.4914199,26.48,1.27,10550.0
2022-04-19,Jawa Timur,-7.6977397,112.4914199,25.33,28.61,10550.0
2022-04-20,Jawa Timur,-7.6977397,112.4914199,25.43,4.61,10550.0
2022-04-21,Jawa Timur,-7.6977397,112.4914199,25.81,2.77,10550.0
2022-04-22,Jawa Timur,-7.6977397,112.4914199,25.9,0.34,10550.0
2022-04-25,Jawa Timur,-7.6977397,112.4914199,26.49,9.88,10550.0
2022-04-26,Jawa Timur,-7.6977397,112.4914199,26.0,8.73,10550.0
2022-04-27,Jawa Timur,-7.6977397,112.4914199,25.77,8.15,10550.0
2022-04-28,Jawa Timur,-7.6977397,112.4914199,26.14,9.91,10550.0
2022-05-09,Jawa Timur,-7.6977397,112.4914199,26.15,11.39,10550.0
2022-05-10,Jawa Timur,-7.6977397,112.4914199,26.65,20.99,10550.0
2022-05-11,Jawa Timur,-7.6977397,112.4914199,26.94,15.95,10550.0
2022-05-12,Jawa Timur,-7.6977397,112.4914199,25.7,0.14,10550.0
2022-05-13,Jawa Timur,-7.6977397,112.4914199,26.76,7.47,10550.0
2022-05-14,Jawa Timur,-7.6977397,112.4914199,27.21,26.53,10550.0
2022-05-17,Jawa Timur,-7.6977397,112.4914199,26.32,1.57,10600.0
2022-05-18,Jawa Timur,-7.6977397,112.4914199,26.52,4.97,10600.0
2022-05-19,Jawa Timur,-7.6977397,112.4914199,25.7,4.5,10600.0
2022-05-20,Jawa Timur,-7.6977397,112.4914199,25.69,34.65,10550.0
2022-05-21,Jawa Timur,-7.6977397,112.4914199,24.99,13.16,10550.0
2022-05-22,Jawa Timur,-7.6977397,112.4914199,25.02,4.51,10550.0
2022-05-23,Jawa Timur,-7.6977397,112.4914199,25.71,1.32,10550.0
2022-05-24,Jawa Timur,-7.6977397,112.4914199,26.13,4.51,10550.0
2022-05-25,Jawa Timur,-7.6977397,112.4914199,26.06,10.7,10500.0
2022-05-27,Jawa Timur,-7.6977397,112.4914199,25.32,11.64,10500.0
2022-05-28,Jawa Timur,-7.6977397,112.4914199,26.06,5.63,10500.0
2022-05-29,Jawa Timur,-7.6977397,112.4914199,25.44,11.04,10500.0
2022-05-30,Jawa Timur,-7.6977397,112.4914199,25.42,1.88,10500.0
2022-05-31,Jawa Timur,-7.6977397,112.4914199,25.92,8.52,10500.0
2022-06-02,Jawa Timur,-7.6977397,112.4914199,25.46,0.54,10500.0
2022-06-03,Jawa Timur,-7.6977397,112.4914199,25.86,0.32,10500.0
2022-06-04,Jawa Timur,-7.6977397,112.4914199,25.67,1.74,10500.0
2022-06-05,Jawa Timur,-7.6977397,112.4914199,25.81,13.3,10500.0
2022-06-06,Jawa Timur,-7.6977397,112.4914199,25.66,9.98,10500.0
2022-06-07,Jawa Timur,-7.6977397,112.4914199,25.68,1.14,10500.0
2022-06-08,Jawa Timur,-7.6977397,112.4914199,25.62,2.77,10500.0
2022-06-09,Jawa Timur,-7.6977397,112.4914199,25.76,4.17,10500.0
2022-06-10,Jawa Timur,-7.6977397,112.4914199,25.67,2.9,10500.0
2022-06-11,Jawa Timur,-7.6977397,112.4914199,25.79,6.04,10500.0
2022-06-12,Jawa Timur,-7.6977397,112.4914199,25.63,24.39,10500.0
2022-06-13,Jawa Timur,-7.6977397,112.4914199,25.21,17.36,10500.0
2022-06-14,Jawa Timur,-7.6977397,112.4914199,25.72,5.65,10500.0
2022-06-15,Jawa Timur,-7.6977397,112.4914199,25.16,9.67,10500.0
2022-06-16,Jawa Timur,-7.6977397,112.4914199,25.23,7.49,10500.0
2022-06-17,Jawa Timur,-7.6977397,112.4914199,25.48,5.52,10500.0
2022-06-18,Jawa Timur,-7.6977397,112.4914199,26.18,1.46,10500.0
2022-06-20,Jawa Timur,-7.6977397,112.4914199,25.53,2.48,10500.0
2022-06-21,Jawa Timur,-7.6977397,112.4914199,25.46,0.83,10450.0
2022-06-22,Jawa Timur,-7.6977397,112.4914199,25.13,0.0,10450.0
2022-06-23,Jawa Timur,-7.6977397,112.4914199,25.4,11.18,10450.0
2022-06-24,Jawa Timur,-7.6977397,112.4914199,25.32,2.02,10450.0
2022-06-27,Jawa Timur,-7.6977397,112.4914199,25.16,2.63,10450.0
2022-06-28,Jawa Timur,-7.6977397,112.4914199,24.65,0.43,10450.0
2022-06-29,Jawa Timur,-7.6977397,112.4914199,24.81,0.01,10450.0
2022-06-30,Jawa Timur,-7.6977397,112.4914199,25.26,0.0,10450.0
2022-07-01,Jawa Timur,-7.6977397,112.4914199,24.89,5.94,10450.0
2022-07-02,Jawa Timur,-7.6977397,112.4914199,25.45,14.05,10450.0
2022-07-03,Jawa Timur,-7.6977397,112.4914199,25.95,2.53,10450.0
2022-07-04,Jawa Timur,-7.6977397,112.4914199,25.13,11.12,10450.0
2022-07-05,Jawa Timur,-7.6977397,112.4914199,26.3,17.11,10500.0
2022-07-06,Jawa Timur,-7.6977397,112.4914199,25.81,16.92,10450.0
2022-07-07,Jawa Timur,-7.6977397,112.4914199,24.88,0.24,10450.0
2022-07-08,Jawa Timur,-7.6977397,112.4914199,23.83,0.1,10450.0
2022-07-09,Jawa Timur,-7.6977397,112.4914199,23.79,0.01,10450.0
2022-07-10,Jawa Timur,-7.6977397,112.4914199,24.71,0.44,10450.0
2022-07-11,Jawa Timur,-7.6977397,112.4914199,25.28,0.61,10450.0
2022-07-12,Jawa Timur,-7.6977397,112.4914199,25.17,0.76,10450.0
2022-07-13,Jawa Timur,-7.6977397,112.4914199,25.13,2.46,10450.0
2022-07-14,Jawa Timur,-7.6977397,112.4914199,25.24,2.57,10450.0
2022-07-15,Jawa Timur,-7.6977397,112.4914199,25.29,3.19,10450.0
2022-07-18,Jawa Timur,-7.6977397,112.4914199,25.39,0.26,10500.0
2022-07-19,Jawa Timur,-7.6977397,112.4914199,25.14,0.05,10500.0
2022-07-20,Jawa Timur,-7.6977397,112.4914199,24.47,0.0,10500.0
2022-07-21,Jawa Timur,-7.6977397,112.4914199,24.62,0.23,10500.0
2022-07-22,Jawa Timur,-7.6977397,112.4914199,24.72,0.05,10550.0
2022-07-25,Jawa Timur,-7.6977397,112.4914199,22.67,0.0,10550.0
2022-07-26,Jawa Timur,-7.6977397,112.4914199,23.69,0.0,10550.0
2022-07-27,Jawa Timur,-7.6977397,112.4914199,25.26,0.0,10550.0
2022-07-28,Jawa Timur,-7.6977397,112.4914199,25.12,0.0,10550.0
2022-07-29,Jawa Timur,-7.6977397,112.4914199,24.88,0.08,10600.0
2022-07-30,Jawa Timur,-7.6977397,112.4914199,24.74,0.19,10600.0
2022-07-31,Jawa Timur,-7.6977397,112.4914199,24.69,0.0,10600.0
2022-08-01,Jawa Timur,-7.6977397,112.4914199,25.03,0.0,10600.0
2022-08-02,Jawa Timur,-7.6977397,112.4914199,25.58,3.5,10600.0
2022-08-03,Jawa Timur,-7.6977397,112.4914199,26.06,0.27,10650.0
2022-08-04,Jawa Timur,-7.6977397,112.4914199,25.22,0.01,10650.0
2022-08-05,Jawa Timur,-7.6977397,112.4914199,24.72,0.01,10650.0
2022-08-06,Jawa Timur,-7.6977397,112.4914199,25.35,0.02,10650.0
2022-08-07,Jawa Timur,-7.6977397,112.4914199,25.37,0.11,10650.0
2022-08-08,Jawa Timur,-7.6977397,112.4914199,25.77,0.02,10650.0
2022-08-09,Jawa Timur,-7.6977397,112.4914199,25.55,0.01,10650.0
2022-08-10,Jawa Timur,-7.6977397,112.4914199,25.96,1.03,10650.0
2022-08-11,Jawa Timur,-7.6977397,112.4914199,26.63,0.52,10650.0
2022-08-12,Jawa Timur,-7.6977397,112.4914199,26.73,0.32,10650.0
2022-08-13,Jawa Timur,-7.6977397,112.4914199,26.59,8.56,10650.0
2022-08-14,Jawa Timur,-7.6977397,112.4914199,25.51,6.45,10650.0
2022-08-15,Jawa Timur,-7.6977397,112.4914199,26.24,0.51,10700.0
2022-08-16,Jawa Timur,-7.6977397,112.4914199,26.32,0.51,10700.0
2022-08-18,Jawa Timur,-7.6977397,112.4914199,26.09,0.0,10700.0
2022-08-19,Jawa Timur,-7.6977397,112.4914199,26.12,0.0,10700.0
2022-08-22,Jawa Timur,-7.6977397,112.4914199,26.27,0.0,10750.0
2022-08-23,Jawa Timur,-7.6977397,112.4914199,26.11,0.0,10750.0
2022-08-24,Jawa Timur,-7.6977397,112.4914199,25.47,0.0,10750.0
2022-08-25,Jawa Timur,-7.6977397,112.4914199,26.31,0.0,10750.0
2022-08-26,Jawa Timur,-7.6977397,112.4914199,26.73,0.0,10750.0
2022-08-27,Jawa Timur,-7.6977397,112.4914199,26.8,0.04,10750.0
2022-08-28,Jawa Timur,-7.6977397,112.4914199,26.62,0.0,10750.0
2022-08-29,Jawa Timur,-7.6977397,112.4914199,26.8,0.02,10750.0
2022-08-30,Jawa Timur,-7.6977397,112.4914199,27.49,0.25,10800.0
2022-08-31,Jawa Timur,-7.6977397,112.4914199,27.17,0.37,10800.0
2022-09-01,Jawa Timur,-7.6977397,112.4914199,28.16,0.02,10800.0
2022-09-02,Jawa Timur,-7.6977397,112.4914199,28.33,0.0,10800.0
2022-09-03,Jawa Timur,-7.6977397,112.4914199,28.14,0.23,10800.0
2022-09-04,Jawa Timur,-7.6977397,112.4914199,28.29,0.2,10800.0
2022-09-05,Jawa Timur,-7.6977397,112.4914199,28.22,0.1,10800.0
2022-09-06,Jawa Timur,-7.6977397,112.4914199,28.53,0.44,10800.0
2022-09-07,Jawa Timur,-7.6977397,112.4914199,28.29,0.99,10800.0
2022-09-08,Jawa Timur,-7.6977397,112.4914199,27.39,0.3,10800.0
2022-09-09,Jawa Timur,-7.6977397,112.4914199,26.65,0.52,10800.0
2022-09-10,Jawa Timur,-7.6977397,112.4914199,27.49,1.09,10800.0
2022-09-11,Jawa Timur,-7.6977397,112.4914199,27.66,0.16,10800.0
2022-09-12,Jawa Timur,-7.6977397,112.4914199,28.2,0.0,10850.0
2022-09-13,Jawa Timur,-7.6977397,112.4914199,28.49,0.34,10900.0
2022-09-14,Jawa Timur,-7.6977397,112.4914199,28.34,0.12,10900.0
2022-09-15,Jawa Timur,-7.6977397,112.4914199,28.38,0.72,10900.0
2022-09-16,Jawa Timur,-7.6977397,112.4914199,27.88,1.0,10900.0
2022-09-19,Jawa Timur,-7.6977397,112.4914199,28.67,0.32,10950.0
2022-09-20,Jawa Timur,-7.6977397,112.4914199,28.08,0.17,10950.0
2022-09-21,Jawa Timur,-7.6977397,112.4914199,27.77,0.47,11000.0
2022-09-22,Jawa Timur,-7.6977397,112.4914199,28.38,0.61,11000.0
2022-09-23,Jawa Timur,-7.6977397,112.4914199,29.02,0.24,11000.0
2022-09-26,Jawa Timur,-7.6977397,112.4914199,28.88,0.0,11050.0
2022-09-27,Jawa Timur,-7.6977397,112.4914199,28.94,0.0,11050.0
2022-09-28,Jawa Timur,-7.6977397,112.4914199,29.22,0.0,11050.0
2022-09-29,Jawa Timur,-7.6977397,112.4914199,28.92,30.84,11050.0
2022-09-30,Jawa Timur,-7.6977397,112.4914199,26.47,45.88,11050.0
2022-10-01,Jawa Timur,-7.6977397,112.4914199,27.48,3.58,11050.0
2022-10-02,Jawa Timur,-7.6977397,112.4914199,27.9,7.15,11050.0
2022-10-03,Jawa Timur,-7.6977397,112.4914199,26.19,27.17,11100.0
2022-10-04,Jawa Timur,-7.6977397,112.4914199,26.7,6.5,11100.0
2022-10-05,Jawa Timur,-7.6977397,112.4914199,26.33,0.57,11100.0
2022-10-06,Jawa Timur,-7.6977397,112.4914199,26.31,0.83,11100.0
2022-10-07,Jawa Timur,-7.6977397,112.4914199,26.86,22.52,11100.0
2022-10-08,Jawa Timur,-7.6977397,112.4914199,26.67,8.76,11100.0
2022-10-09,Jawa Timur,-7.6977397,112.4914199,26.85,3.47,11100.0
2022-10-10,Jawa Timur,-7.6977397,112.4914199,26.3,5.79,11100.0
2022-10-11,Jawa Timur,-7.6977397,112.4914199,26.22,8.02,11100.0
2022-10-12,Jawa Timur,-7.6977397,112.4914199,26.4,2.3,11100.0
2022-10-13,Jawa Timur,-7.6977397,112.4914199,26.51,10.96,11100.0
2022-10-14,Jawa Timur,-7.6977397,112.4914199,26.58,14.55,11100.0
2022-10-15,Jawa Timur,-7.6977397,112.4914199,25.79,13.92,11100.0
2022-10-17,Jawa Timur,-7.6977397,112.4914199,26.61,2.38,11100.0
2022-10-18,Jawa Timur,-7.6977397,112.4914199,25.46,10.66,11200.0
2022-10-19,Jawa Timur,-7.6977397,112.4914199,25.97,4.65,11200.0
2022-10-20,Jawa Timur,-7.6977397,112.4914199,26.37,4.96,11200.0
2022-10-21,Jawa Timur,-7.6977397,112.4914199,25.74,27.63,11200.0
2022-10-22,Jawa Timur,-7.6977397,112.4914199,26.59,1.62,11200.0
2022-10-24,Jawa Timur,-7.6977397,112.4914199,26.06,5.82,11200.0
2022-10-25,Jawa Timur,-7.6977397,112.4914199,26.14,8.52,11250.0
2022-10-26,Jawa Timur,-7.6977397,112.4914199,25.88,9.03,11250.0
2022-10-27,Jawa Timur,-7.6977397,112.4914199,25.99,1.88,11250.0
2022-10-28,Jawa Timur,-7.6977397,112.4914199,24.67,0.03,11250.0
2022-10-29,Jawa Timur,-7.6977397,112.4914199,25.23,0.03,11250.0
